CustomerID,Gender,Locations,Age,ProductID,Product_name,Product_Description,Product_Category,Stock,Price,TransactionID,Transaction_Date,Total_Price,Quantity,VoucherID,Voucher_name,Voucher_status,Discount,PMID,Method_name,Discount_Price
12515,Female,California,52,GGOEAAAJ032435,rendy Queen Womens Oversized Sweatshirts Turtleneck,rendy Queen Womens Oversized Sweatshirts Turtleneck Pullover Long Sleeve Hoodies Tops Fall Outfits 2023 Clothes,Apparel,100000,584850,1005034,28.01.21,3509100,6,ELEC30,Discount 30%,Clicked,30%,PM03,Digital Wallets,175455
12516,Female,California,42,GGOEAAAJ032435,rendy Queen Womens Oversized Sweatshirts Turtleneck,rendy Queen Womens Oversized Sweatshirts Turtleneck Pullover Long Sleeve Hoodies Tops Fall Outfits 2023 Clothes,Apparel,100000,584850,1005035,18.06.21,584850,1,ELEC30,Discount 30%,Not Used,30%,PM04,Other,175455
12517,Female,California,21,GGOEAAAJ032435,rendy Queen Womens Oversized Sweatshirts Turtleneck,rendy Queen Womens Oversized Sweatshirts Turtleneck Pullover Long Sleeve Hoodies Tops Fall Outfits 2023 Clothes,Apparel,100000,584850,1005036,09.09.21,584850,1,ELEC30,Discount 30%,Not Used,30%,PM01,Card,175455
12518,Female,California,25,GGOEAAAJ032435,rendy Queen Womens Oversized Sweatshirts Turtleneck,rendy Queen Womens Oversized Sweatshirts Turtleneck Pullover Long Sleeve Hoodies Tops Fall Outfits 2023 Clothes,Apparel,100000,584850,1005801,30.11.21,5848500,10,ELEC30,Discount 30%,Clicked,30%,PM03,Digital Wallets,175455
12519,Female,California,57,GGOEAAAJ032435,rendy Queen Womens Oversized Sweatshirts Turtleneck,rendy Queen Womens Oversized Sweatshirts Turtleneck Pullover Long Sleeve Hoodies Tops Fall Outfits 2023 Clothes,Apparel,100000,584850,1005802,28.06.21,584850,1,ELEC30,Discount 30%,Clicked,30%,PM04,Other,175455
12520,Female,California,35,GGOEAAAJ032435,rendy Queen Womens Oversized Sweatshirts Turtleneck,rendy Queen Womens Oversized Sweatshirts Turtleneck Pullover Long Sleeve Hoodies Tops Fall Outfits 2023 Clothes,Apparel,100000,584850,1005803,13.10.21,584850,1,ELEC30,Discount 30%,Not Used,30%,PM04,Other,175455
12521,Female,California,60,GGOEAAAJ032435,rendy Queen Womens Oversized Sweatshirts Turtleneck,rendy Queen Womens Oversized Sweatshirts Turtleneck Pullover Long Sleeve Hoodies Tops Fall Outfits 2023 Clothes,Apparel,100000,584850,1005804,09.03.21,584850,1,ELEC30,Discount 30%,Not Used,30%,PM03,Digital Wallets,175455
12522,Female,California,20,GGOEAAAJ032445,Men's Crewneck Sweatshirts Soild Color,Men's Crewneck Sweatshirts Soild Color Geometric Texture Long Sleeve Casual Pullover Shirt,Apparel,100000,374850,1006944,06.05.21,2024190,6,ELEC10,Discount 10%,Used,10%,PM02,Paypal,37485
12523,Female,California,51,GGOEAAAJ032445,Men's Crewneck Sweatshirts Soild Color,Men's Crewneck Sweatshirts Soild Color Geometric Texture Long Sleeve Casual Pullover Shirt,Apparel,100000,374850,1006945,24.02.21,674730,2,ELEC10,Discount 10%,Used,10%,PM02,Paypal,37485
12524,Female,California,35,GGOEAAAJ032445,Men's Crewneck Sweatshirts Soild Color,Men's Crewneck Sweatshirts Soild Color Geometric Texture Long Sleeve Casual Pullover Shirt,Apparel,100000,374850,1006946,01.04.21,337365,1,ELEC10,Discount 10%,Used,10%,PM03,Digital Wallets,37485
12525,Female,California,47,GGOEAAAJ032445,Men's Crewneck Sweatshirts Soild Color,Men's Crewneck Sweatshirts Soild Color Geometric Texture Long Sleeve Casual Pullover Shirt,Apparel,100000,374850,1007586,14.03.21,337365,1,ELEC10,Discount 10%,Used,10%,PM02,Paypal,37485
12526,Female,California,25,GGOEAAAJ032445,Men's Crewneck Sweatshirts Soild Color,Men's Crewneck Sweatshirts Soild Color Geometric Texture Long Sleeve Casual Pullover Shirt,Apparel,100000,374850,1008177,05.03.21,337365,1,ELEC10,Discount 10%,Used,10%,PM01,Card,37485
12527,Female,California,47,GGOEWEBB082299,Clorox Toilet Plunger with Hideaway Storage Caddy,"Clorox Toilet Plunger with Hideaway Storage Caddy, 6.5'' x 6.5'' x 19.5'', White/Gray",Home Furniture,100000,239850,1008178,20.03.21,2638350,11,ELEC10,Discount 10%,Not Used,10%,PM03,Digital Wallets,23985
12528,Female,California,50,GGOEWEBB082299,Clorox Toilet Plunger with Hideaway Storage Caddy,"Clorox Toilet Plunger with Hideaway Storage Caddy, 6.5'' x 6.5'' x 19.5'', White/Gray",Home Furniture,100000,239850,1008179,17.10.21,239850,1,ELEC10,Discount 10%,Clicked,10%,PM01,Card,23985
12529,Female,California,37,GGOEWEBB082299,Clorox Toilet Plunger with Hideaway Storage Caddy,"Clorox Toilet Plunger with Hideaway Storage Caddy, 6.5'' x 6.5'' x 19.5'', White/Gray",Home Furniture,100000,239850,1008180,10.11.21,239850,1,ELEC10,Discount 10%,Clicked,10%,PM01,Card,23985
12530,Female,California,63,GGOEWEBB082299,Clorox Toilet Plunger with Hideaway Storage Caddy,"Clorox Toilet Plunger with Hideaway Storage Caddy, 6.5'' x 6.5'' x 19.5'', White/Gray",Home Furniture,100000,239850,1008181,21.06.21,239850,1,ELEC10,Discount 10%,Not Used,10%,PM03,Digital Wallets,23985
12531,Female,California,41,GGOEWEBB082299,Clorox Toilet Plunger with Hideaway Storage Caddy,"Clorox Toilet Plunger with Hideaway Storage Caddy, 6.5'' x 6.5'' x 19.5'', White/Gray",Home Furniture,100000,239850,1008182,10.12.21,719550,3,ELEC10,Discount 10%,Not Used,10%,PM03,Digital Wallets,23985
12532,Female,California,19,GGOEWEBB082299,Clorox Toilet Plunger with Hideaway Storage Caddy,"Clorox Toilet Plunger with Hideaway Storage Caddy, 6.5'' x 6.5'' x 19.5'', White/Gray",Home Furniture,100000,239850,1008183,11.11.21,239850,1,ELEC10,Discount 10%,Clicked,10%,PM01,Card,23985
14606,Female,Chicago,22,GGOEYDHJ056049,64HYDRO 32oz 1Liter Motivational Water Bottle with Time Marker,"64HYDRO 32oz 1Liter Motivational Water Bottle with Time Marker, Ocean Turtle Beach Summer Vibe Lose My Mind Find My Soul - TTZ2001009Z",Bottles,100000,299250,1000219,16.06.21,299250,1,ELEC10,Discount 10%,Not Used,10%,PM01,Card,29925
14607,Female,Chicago,29,GGOEYDHJ056049,64HYDRO 32oz 1Liter Motivational Water Bottle with Time Marker,"64HYDRO 32oz 1Liter Motivational Water Bottle with Time Marker, Ocean Turtle Beach Summer Vibe Lose My Mind Find My Soul - TTZ2001009Z",Bottles,100000,299250,1000220,21.09.21,897750,3,ELEC10,Discount 10%,Not Used,10%,PM01,Card,29925
14608,Female,Chicago,32,GGOEYDHJ056049,64HYDRO 32oz 1Liter Motivational Water Bottle with Time Marker,"64HYDRO 32oz 1Liter Motivational Water Bottle with Time Marker, Ocean Turtle Beach Summer Vibe Lose My Mind Find My Soul - TTZ2001009Z",Bottles,100000,299250,1000221,23.10.21,299250,1,ELEC10,Discount 10%,Clicked,10%,PM02,Paypal,29925
14609,Female,Chicago,41,GGOEYDHJ056059,Ocean Bottle 17 oz,Ocean Bottle - Recycled Stainless Steel Drinks Reusable Water Bottle - Eco-Friendly & Reusable - Sky Blue - 17 oz,Bottles,100000,825000,1000222,11.04.21,825000,1,ELEC10,Discount 10%,Not Used,10%,PM04,Other,82500
14610,Male,New York,50,GGOEYDHJ056059,Ocean Bottle 17 oz,Ocean Bottle - Recycled Stainless Steel Drinks Reusable Water Bottle - Eco-Friendly & Reusable - Sky Blue - 17 oz,Bottles,100000,825000,1000223,17.08.21,825000,1,ELEC10,Discount 10%,Clicked,10%,PM04,Other,82500
14611,Male,New York,56,GGOEYDHJ056059,Ocean Bottle 17 oz,Ocean Bottle - Recycled Stainless Steel Drinks Reusable Water Bottle - Eco-Friendly & Reusable - Sky Blue - 17 oz,Bottles,100000,825000,1000224,07.08.21,5775000,7,ELEC10,Discount 10%,Not Used,10%,PM01,Card,82500
14612,Male,New York,30,GGOEYDHJ056059,Ocean Bottle 17 oz,Ocean Bottle - Recycled Stainless Steel Drinks Reusable Water Bottle - Eco-Friendly & Reusable - Sky Blue - 17 oz,Bottles,100000,825000,1000225,19.11.21,825000,1,ELEC10,Discount 10%,Clicked,10%,PM01,Card,82500
14614,Male,California,30,GGOEAAAJ032455,yageyan Men Canvas Low top Shoes,yageyan Men Canvas Low top Shoes Classic Casual Sneakers Black and White Fashion Shoes,Apparel,100000,374850,1000227,30.09.21,1874250,5,OFF20,Discount 20%,Clicked,20%,PM02,Paypal,74970
14714,Male,Chicago,28,GGOEAFKQ020599,Teal Office Supplies,"Teal Office Supplies, Teal Office Supplies and Accessories, Mint Green Stapler and Tape Dispenser Set for Women, Green Office Desk Accessories, Office Gift for Women, Office Lady, Coworkers",Office,100000,254849.99999999997,1000327,11.04.21,242107.5,1,ELEC05,Discount 5%,Used,5%,PM02,Paypal,12742.5
14715,Male,Chicago,50,GGOEAFKQ020499,Amazon Basics Stapler with 1000 Staples,"Amazon Basics Stapler with 1000 Staples, Office Stapler, 25 Sheet",Office,100000,128099.99999999999,1000328,28.09.21,1537200,12,BT10,Discount 10%,Not Used,10%,PM03,Digital Wallets,12810
14716,Male,Chicago,54,GGOEAFKQ020399,Mr. Pen File Folders 18 Pack,"Mr. Pen File Folders, 18 Pack, Morandi Colors, 1/3-Cut Tab, Letter Size, Durable Paper Folders, Office Supplies",Office,100000,179850,1000329,14.02.21,179850,1,ELEC10,Discount 10%,Clicked,10%,PM03,Digital Wallets,17985
14717,Male,Chicago,46,GGOEAFKQ020299,Gel Pens 12 Pcs Smooth Writing Pens No Bleed & Smear,"Gel Pens, 12 Pcs Smooth Writing Pens No Bleed & Smear, Black Ink Cute Pens Fine Point (0.5mm), Retractable Aesthetic Journaling Pens School Office Supplies for Women & Men",Office,100000,97350,1000330,07.04.21,97350,1,ELEC30,Discount 30%,Not Used,30%,PM03,Digital Wallets,29205
14718,Male,Chicago,16,GGOEAFKQ020199,Mr. Pen- Sticky Notes 12 Pads,"Mr. Pen- Sticky Notes, 12 Pads, 3x3, Vintage Colors, Sticky Notes 3x3, Sticky Note, Sticky Pads, Sticky Notes Bulk, Stick Notes, Colored Sticky Notes, Sticky Note Pad, Colorful Sticky Notes",Office,100000,134850,1000331,09.09.21,134850,1,ELEC30,Discount 30%,Not Used,30%,PM04,Other,40455
14719,Male,Chicago,49,GGOEAFKQ020199,Mr. Pen- Sticky Notes 12 Pads,"Mr. Pen- Sticky Notes, 12 Pads, 3x3, Vintage Colors, Sticky Notes 3x3, Sticky Note, Sticky Pads, Sticky Notes Bulk, Stick Notes, Colored Sticky Notes, Sticky Note Pad, Colorful Sticky Notes",Office,100000,134850,1000332,10.11.21,269700,2,ELEC30,Discount 30%,Clicked,30%,PM02,Paypal,40455
14720,Male,Chicago,52,GGOEAFKQ020199,Mr. Pen- Sticky Notes 12 Pads,"Mr. Pen- Sticky Notes, 12 Pads, 3x3, Vintage Colors, Sticky Notes 3x3, Sticky Note, Sticky Pads, Sticky Notes Bulk, Stick Notes, Colored Sticky Notes, Sticky Note Pad, Colorful Sticky Notes",Office,100000,134850,1000333,13.06.21,134850,1,ELEC30,Discount 30%,Clicked,30%,PM01,Card,40455
14721,Male,Chicago,47,GGOEAFKQ020199,Mr. Pen- Sticky Notes 12 Pads,"Mr. Pen- Sticky Notes, 12 Pads, 3x3, Vintage Colors, Sticky Notes 3x3, Sticky Note, Sticky Pads, Sticky Notes Bulk, Stick Notes, Colored Sticky Notes, Sticky Note Pad, Colorful Sticky Notes",Office,100000,134850,1000334,12.06.21,134850,1,ELEC30,Discount 30%,Not Used,30%,PM03,Digital Wallets,40455
14722,Male,Chicago,28,GGOEAFKQ020199,Mr. Pen- Sticky Notes 12 Pads,"Mr. Pen- Sticky Notes, 12 Pads, 3x3, Vintage Colors, Sticky Notes 3x3, Sticky Note, Sticky Pads, Sticky Notes Bulk, Stick Notes, Colored Sticky Notes, Sticky Note Pad, Colorful Sticky Notes",Office,100000,134850,1000335,12.02.21,134850,1,ELEC30,Discount 30%,Not Used,30%,PM04,Other,40455
14723,Male,Chicago,28,GGOEAFKQ020199,Mr. Pen- Sticky Notes 12 Pads,"Mr. Pen- Sticky Notes, 12 Pads, 3x3, Vintage Colors, Sticky Notes 3x3, Sticky Note, Sticky Pads, Sticky Notes Bulk, Stick Notes, Colored Sticky Notes, Sticky Note Pad, Colorful Sticky Notes",Office,100000,134850,1000336,28.01.21,134850,1,ELEC30,Discount 30%,Clicked,30%,PM04,Other,40455
14724,Male,Chicago,37,GGOEAFKQ020199,Mr. Pen- Sticky Notes 12 Pads,"Mr. Pen- Sticky Notes, 12 Pads, 3x3, Vintage Colors, Sticky Notes 3x3, Sticky Note, Sticky Pads, Sticky Notes Bulk, Stick Notes, Colored Sticky Notes, Sticky Note Pad, Colorful Sticky Notes",Office,100000,134850,1000337,24.10.21,539400,4,ELEC30,Discount 30%,Clicked,30%,PM01,Card,40455
14725,Male,Chicago,27,GGOEAFKQ020199,Mr. Pen- Sticky Notes 12 Pads,"Mr. Pen- Sticky Notes, 12 Pads, 3x3, Vintage Colors, Sticky Notes 3x3, Sticky Note, Sticky Pads, Sticky Notes Bulk, Stick Notes, Colored Sticky Notes, Sticky Note Pad, Colorful Sticky Notes",Office,100000,134850,1000338,05.10.21,134850,1,ELEC30,Discount 30%,Not Used,30%,PM03,Digital Wallets,40455
14726,Female,Chicago,62,GGOEAFKQ020299,Gel Pens 12 Pcs Smooth Writing Pens No Bleed & Smear,"Gel Pens, 12 Pcs Smooth Writing Pens No Bleed & Smear, Black Ink Cute Pens Fine Point (0.5mm), Retractable Aesthetic Journaling Pens School Office Supplies for Women & Men",Office,100000,97350,1000339,26.06.21,97350,1,ELEC30,Discount 30%,Not Used,30%,PM04,Other,29205
14727,Female,Chicago,18,GGOEAFKQ020299,Gel Pens 12 Pcs Smooth Writing Pens No Bleed & Smear,"Gel Pens, 12 Pcs Smooth Writing Pens No Bleed & Smear, Black Ink Cute Pens Fine Point (0.5mm), Retractable Aesthetic Journaling Pens School Office Supplies for Women & Men",Office,100000,97350,1000340,21.05.21,97350,1,ELEC30,Discount 30%,Clicked,30%,PM03,Digital Wallets,29205
14728,Female,Chicago,35,GGOEAFKQ020299,Gel Pens 12 Pcs Smooth Writing Pens No Bleed & Smear,"Gel Pens, 12 Pcs Smooth Writing Pens No Bleed & Smear, Black Ink Cute Pens Fine Point (0.5mm), Retractable Aesthetic Journaling Pens School Office Supplies for Women & Men",Office,100000,97350,1000341,17.10.21,97350,1,ELEC30,Discount 30%,Clicked,30%,PM03,Digital Wallets,29205
14729,Female,Chicago,36,GGOEAFKQ020299,Gel Pens 12 Pcs Smooth Writing Pens No Bleed & Smear,"Gel Pens, 12 Pcs Smooth Writing Pens No Bleed & Smear, Black Ink Cute Pens Fine Point (0.5mm), Retractable Aesthetic Journaling Pens School Office Supplies for Women & Men",Office,100000,97350,1000342,28.09.21,194700,2,ELEC30,Discount 30%,Not Used,30%,PM01,Card,29205
14730,Female,Chicago,50,GGOEAFKQ020299,Gel Pens 12 Pcs Smooth Writing Pens No Bleed & Smear,"Gel Pens, 12 Pcs Smooth Writing Pens No Bleed & Smear, Black Ink Cute Pens Fine Point (0.5mm), Retractable Aesthetic Journaling Pens School Office Supplies for Women & Men",Office,100000,97350,1000343,29.07.21,194700,2,ELEC30,Discount 30%,Not Used,30%,PM02,Paypal,29205
